120,2025-05-24 10:16:19.673837
0,2025-05-24 10:17:29.419545
0,2025-05-24 10:17:54.454770
10,2025-05-24 10:18:32.318859
40,2025-05-24 10:21:30.573727
80,2025-05-24 10:27:58.681445
0,2025-05-24 10:29:30.739410
0,2025-05-24 10:30:36.427903
60,2025-05-24 10:33:05.934425
0,2025-05-24 10:34:18.995482
170,2025-05-24 10:45:21.654697
